City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
387,Campos Novos,BR,2021-03-26 23:19:57,-27.4017,-51.225,62.17,98,72,5.23
388,Chake Chake,TZ,2021-03-26 23:19:57,-5.2459,39.7666,79.92,75,68,4.27
389,Southern Pines,US,2021-03-26 23:19:58,35.174,-79.3923,73.4,78,1,11.5
390,Isangel,VU,2021-03-26 23:19:58,-19.55,169.2667,82.4,83,75,6.04
391,Niamey,NE,2021-03-26 23:17:10,13.5137,2.1098,89.6,12,8,10.36
392,Kargasok,RU,2021-03-26 23:19:59,59.0556,80.8572,32.13,94,100,10.33
393,Chokurdakh,RU,2021-03-26 23:19:59,70.6333,147.9167,-20.38,97,83,5.26
394,San Jose,US,2021-03-26 23:17:09,37.3394,-121.895,72.0,21,1,11.5
395,Rosetta,EG,2021-03-26 23:20:00,31.4044,30.4164,55.4,47,40,12.66
396,Kremnica,SK,2021-03-26 23:20:00,48.7052,18.9183,39.99,84,2,1.01
397,High Prairie,CA,2021-03-26 23:20:00,55.4334,-116.4858,32.14,84,69,4.21
398,Husavik,IS,2021-03-26 23:20:01,66.0449,-17.3389,17.6,62,75,4.61
399,Balabac,PH,2021-03-26 23:20:01,7.9868,117.0645,81.36,78,55,9.51
400,Marsaxlokk,MT,2021-03-26 23:20:01,35.8419,14.5431,54.0,82,0,4.61
401,Khandyga,RU,2021-03-26 23:20:02,62.6667,135.6,10.38,80,100,4.41
402,Celestun,MX,2021-03-26 23:20:02,20.8667,-90.4,81.45,74,2,13.22
403,Adrar,MR,2021-03-26 23:20:02,20.5022,-10.0711,75.09,7,0,9.78
404,Alice Springs,AU,2021-03-26 23:20:04,-23.7,133.8833,73.4,64,36,8.88
405,Chingirlau,KZ,2021-03-26 23:20:05,51.095,54.0814,27.63,96,100,7.23
406,Abha,SA,2021-03-26 23:20:05,18.2164,42.5053,60.8,58,0,4.61
407,Bud,US,2021-03-26 23:20:05,39.447,-86.1758,53.01,80,100,5.53
408,Tynda,RU,2021-03-26 23:20:06,55.1667,124.7167,22.64,95,100,5.61
409,Skala,PL,2021-03-26 23:20:06,50.2305,19.8536,43.0,75,45,2.3
410,Dunmore East,IE,2021-03-26 23:20:06,52.1514,-6.9861,37.99,81,0,13.8
411,Ugoofaaru,MV,2021-03-26 23:20:07,5.6667,73.0,84.34,73,100,13.24
412,Hasaki,JP,2021-03-26 23:20:07,35.7333,140.8333,52.0,57,20,3.44
413,Caravelas,BR,2021-03-26 23:20:08,-17.7125,-39.2481,76.03,77,0,5.68
414,Neiafu,TO,2021-03-26 23:20:08,-18.65,-173.9833,84.2,74,40,12.66
415,Komsomolskiy,UZ,2021-03-26 23:20:08,40.4272,71.7189,51.8,87,100,4.61
416,Khakhea,BW,2021-03-26 23:20:09,-24.6895,23.494,69.98,34,24,7.49
417,West Hartford,US,2021-03-26 23:15:33,41.762,-72.742,71.6,33,75,19.57
418,Itupiranga,BR,2021-03-26 23:20:09,-5.1347,-49.3267,74.01,91,45,1.95
419,Ust-Koksa,RU,2021-03-26 23:20:09,50.2696,85.6108,9.23,78,24,1.36
420,Saint-Louis,SN,2021-03-26 23:20:10,16.3333,-15.0,91.4,16,0,14.58
421,Erzin,TR,2021-03-26 23:17:01,36.9559,36.2,46.0,59,14,3.36
422,Birin,NP,2021-03-26 23:20:10,26.8865,88.0718,56.88,21,0,5.97
423,Jumilla,ES,2021-03-26 23:20:11,38.4792,-1.325,53.01,79,63,2.35
424,Cap-Aux-Meules,CA,2021-03-26 23:20:11,47.3821,-61.8597,33.8,100,100,21.85
425,Sungaipenuh,ID,2021-03-26 23:20:11,-2.0833,101.3833,65.21,98,100,1.36
426,Flin Flon,CA,2021-03-26 23:20:12,54.7682,-101.865,24.8,46,20,9.22
427,Waw,SS,2021-03-26 23:20:12,7.7029,27.9953,76.46,66,100,8.32
428,Belyy Yar,RU,2021-03-26 23:20:12,53.6039,91.3903,12.2,92,16,2.24
429,Farkhor,TJ,2021-03-26 23:20:13,37.4922,69.4036,55.4,87,20,4.47
430,Rudsar,IR,2021-03-26 23:20:13,37.1376,50.288,50.47,86,2,0.38
431,Kikwit,CD,2021-03-26 23:20:13,-5.041,18.8162,70.3,97,100,1.12
432,Verkhoyansk,RU,2021-03-26 23:20:14,67.5447,133.385,3.79,93,100,2.75
433,Lakes Entrance,AU,2021-03-26 23:20:14,-37.8811,147.981,64.0,74,84,3.87
434,Kushmurun,KZ,2021-03-26 23:20:14,52.4503,64.6311,27.68,97,100,6.58
435,Marzuq,YE,2021-03-26 23:20:15,14.4,46.4667,63.61,22,50,6.26
436,Bermejo,AR,2021-03-26 23:20:15,-32.8833,-68.8,57.2,82,40,0.94
437,Puerto Baquerizo Moreno,EC,2021-03-26 23:20:15,-0.9,-89.6,82.4,78,75,6.91
438,Itoman,JP,2021-03-26 23:20:16,26.1247,127.6694,73.4,68,75,14.97
439,Mount Gambier,AU,2021-03-26 23:20:16,-37.8333,140.7667,59.0,88,40,6.91
440,Vila Franca Do Campo,PT,2021-03-26 23:20:16,37.7167,-25.4333,55.4,76,20,6.91
441,Oktyabrskiy,RU,2021-03-26 23:20:17,54.4815,53.471,30.43,96,100,3.8
442,Paamiut,GL,2021-03-26 23:20:17,61.994,-49.6678,-3.35,77,49,20.94
443,Jeremoabo,BR,2021-03-26 23:20:18,-10.075,-38.4808,75.94,56,100,12.33
444,Ati,TD,2021-03-26 23:20:18,13.2154,18.3353,78.39,13,52,17.78
445,Baksan,RU,2021-03-26 23:20:18,43.6881,43.5369,39.2,70,90,2.24
446,Shirwal,IN,2021-03-26 23:20:19,18.1333,73.9833,76.15,23,0,2.35
447,Nhulunbuy,AU,2021-03-26 23:20:19,-12.2333,136.7667,84.2,84,40,4.61
448,Victor Harbor,AU,2021-03-26 23:20:19,-35.5667,138.6167,64.0,82,8,4.0
449,Raska,RS,2021-03-26 23:20:20,43.2872,20.6153,32.0,100,0,1.14
450,Abadiania,BR,2021-03-26 23:17:09,-16.2042,-48.7069,68.0,68,0,1.14
451,Dedovichi,RU,2021-03-26 23:20:20,57.5517,29.9502,32.9,90,11,1.81
452,Teya,RU,2021-03-26 23:20:20,60.3778,92.6267,22.14,91,100,8.28
453,Raudeberg,NO,2021-03-26 23:20:21,61.9875,5.1352,39.99,94,100,22.66
454,Coracao De Jesus,BR,2021-03-26 23:20:21,-16.6853,-44.365,77.0,44,0,8.05
455,Liberal,US,2021-03-26 23:20:22,37.0431,-100.921,68.0,21,1,20.71
456,Pauini,BR,2021-03-26 23:20:22,-7.7136,-66.9764,75.34,95,40,2.39
457,Kinston,US,2021-03-26 23:16:09,35.2627,-77.5816,73.99,83,40,8.05
458,Inirida,CO,2021-03-26 23:20:22,3.8653,-67.9239,73.02,98,100,2.48
459,Mabaruma,GY,2021-03-26 23:20:23,8.2,-59.7833,72.14,98,72,3.87
460,Umm Lajj,SA,2021-03-26 23:20:23,25.0213,37.2685,67.44,48,1,15.21
461,Qasigiannguit,GL,2021-03-26 23:20:23,68.8193,-51.1922,-11.2,44,10,8.05
462,Bangaon,IN,2021-03-26 23:20:24,23.0667,88.8167,77.0,61,20,5.21
463,San Cristobal,VE,2021-03-26 23:20:24,7.7669,-72.225,71.6,100,75,2.3
464,Esmeraldas,BR,2021-03-26 23:20:25,-19.7625,-44.3139,80.6,57,0,6.91
465,Borogontsy,RU,2021-03-26 23:20:25,62.6683,131.1683,10.29,93,100,8.46
466,Oranjemund,NA,2021-03-26 23:20:25,-28.55,16.4333,60.69,83,0,1.9
467,Santa Fe,AR,2021-03-26 23:20:26,-31.6333,-60.7,69.01,76,61,4.0
468,Votkinsk,RU,2021-03-26 23:20:26,57.0486,53.9872,30.0,85,100,1.99
469,Rafiganj,IN,2021-03-26 23:20:27,24.8167,84.65,62.6,63,0,5.3
470,Kendari,ID,2021-03-26 23:20:27,-3.945,122.4989,76.35,92,100,2.93
471,Meadow Lake,US,2021-03-26 23:20:27,34.8014,-106.5436,55.4,22,90,10.36
472,Meulaboh,ID,2021-03-26 23:20:28,4.1363,96.1285,76.24,83,99,2.13
473,Soc Trang,VN,2021-03-26 23:20:28,9.6033,105.98,78.8,94,20,4.61
474,College,US,2021-03-26 23:20:28,64.8569,-147.8028,27.0,54,90,11.5
475,Bilibino,RU,2021-03-26 23:20:29,68.0546,166.4372,-12.57,93,96,1.5
476,Berlevag,NO,2021-03-26 23:20:29,70.8578,29.0864,35.6,60,0,20.71
477,Banjar,ID,2021-03-26 23:20:30,-8.19,114.9675,77.0,88,20,3.44
478,Baykit,RU,2021-03-26 23:20:30,61.67,96.37,8.56,99,100,2.62
479,Najran,SA,2021-03-26 23:19:11,17.4924,44.1277,66.2,24,0,2.3
480,Coihaique,CL,2021-03-26 23:20:30,-45.5752,-72.0662,57.2,67,75,5.97
481,Jackson,US,2021-03-26 23:16:47,42.4165,-122.8345,63.0,31,1,3.44
482,Espanola,US,2021-03-26 23:16:46,35.9911,-106.0806,48.99,39,90,5.75
483,Leh,IN,2021-03-26 23:20:31,34.1667,77.5833,36.57,46,4,3.94
484,Comodoro Rivadavia,AR,2021-03-26 23:16:03,-45.8667,-67.5,57.2,88,0,4.61
485,Tammisaari,FI,2021-03-26 23:17:08,59.9736,23.4339,34.0,91,76,7.09
486,Mega,ET,2021-03-26 23:20:32,4.05,38.3,61.75,43,60,6.13
487,Tebingtinggi,ID,2021-03-26 23:20:32,3.3285,99.1625,77.0,100,40,2.3
488,Yulara,AU,2021-03-26 23:20:32,-25.2406,130.9889,77.0,61,40,3.44
489,Flinders,AU,2021-03-26 23:20:33,-34.5833,150.8552,73.0,63,7,3.0
490,Sinnamary,GF,2021-03-26 23:20:33,5.3833,-52.95,77.88,83,26,10.89
491,Chiman,PK,2021-03-26 23:20:33,32.5463,73.8138,62.6,82,26,6.29
492,Komatipoort,ZA,2021-03-26 23:20:34,-25.4332,31.9548,69.01,91,51,4.09
493,Pemangkat,ID,2021-03-26 23:20:34,1.1667,108.9667,75.36,94,100,8.19
494,Bubaque,GW,2021-03-26 23:18:12,11.2833,-15.8333,76.71,75,7,21.34
495,Fort Nelson,CA,2021-03-26 23:20:35,58.8053,-122.7002,39.2,52,75,8.05
496,Zemio,CF,2021-03-26 23:20:35,5.0314,25.1361,66.6,96,100,4.18
497,Tura,IN,2021-03-26 23:20:35,25.5198,90.2201,68.63,15,0,3.27
498,Formosa,AR,2021-03-26 23:20:36,-26.1775,-58.1781,75.2,94,75,13.8
499,Praxedis Guerrero,MX,2021-03-26 23:20:36,31.3667,-106.0167,72.0,11,1,16.11
500,Tasgaon,IN,2021-03-26 23:20:36,17.0333,74.6,81.1,20,2,6.69
501,Korla,CN,2021-03-26 23:20:37,41.7597,86.1469,54.9,31,99,7.2
502,Deqing,CN,2021-03-26 23:20:37,30.5448,119.9599,64.99,81,96,7.0
503,Yumen,CN,2021-03-26 23:20:37,40.2833,97.2,46.99,19,59,11.68
504,Amsterdam,NL,2021-03-26 23:19:26,52.374,4.8897,44.01,87,75,14.97
505,Port-Gentil,GA,2021-03-26 23:20:38,-0.7193,8.7815,80.6,83,20,9.22
506,Mugango,TZ,2021-03-26 23:20:38,-1.6833,33.7,75.2,78,75,11.5
507,Siniscola,IT,2021-03-26 23:20:39,40.5719,9.6922,46.4,93,75,3.74
508,Bowen,AU,2021-03-26 23:20:39,-20.0167,148.2333,84.2,74,40,10.36
509,Goma,CD,2021-03-26 23:20:39,-1.6792,29.2228,60.6,91,86,2.77
510,Chumikan,RU,2021-03-26 23:20:40,54.7183,135.315,15.03,91,97,4.09
511,Yabrud,SY,2021-03-26 23:20:40,33.9674,36.6574,39.2,65,0,10.36
512,Wells,GB,2021-03-26 23:18:13,51.2079,-2.649,39.2,81,40,13.8
513,Iracoubo,GF,2021-03-26 23:20:41,5.4802,-53.2011,77.99,81,19,11.48
514,Payo,ID,2021-03-26 23:20:41,-3.7508,103.6372,72.86,98,100,1.23
515,Kahului,US,2021-03-26 23:15:49,20.8947,-156.47,84.2,61,40,17.27
516,Ballina,AU,2021-03-26 23:20:41,-28.8667,153.5667,71.6,78,77,5.75
517,Tautira,PF,2021-03-26 23:20:42,-17.7333,-149.15,82.4,69,40,11.5
518,Kichera,RU,2021-03-26 23:20:42,55.9375,110.0997,18.23,83,94,6.06
519,Roald,NO,2021-03-26 23:20:43,62.5833,6.1333,41.0,87,90,19.57
520,Etropole,BG,2021-03-26 23:20:43,42.8333,24.0,32.0,80,40,4.61
521,Bosaso,SO,2021-03-26 23:20:43,11.2842,49.1816,76.01,77,95,3.36
522,Arlit,NE,2021-03-26 23:20:44,18.7369,7.3853,67.08,13,0,10.8
523,Gunupur,IN,2021-03-26 23:20:44,19.0833,83.8167,76.66,55,33,0.78
524,Baruun-Urt,MN,2021-03-26 23:20:44,46.6806,113.2792,39.81,28,66,16.06
525,Chimbote,PE,2021-03-26 23:20:45,-9.0853,-78.5783,71.69,78,26,8.84
526,Reyes,BO,2021-03-26 23:20:45,-14.3167,-67.3833,82.4,83,40,2.57
527,Empalme,MX,2021-03-26 23:20:45,27.9667,-110.8167,75.0,56,1,14.97
528,Brunico,IT,2021-03-26 23:20:46,46.7958,11.9364,37.0,81,95,2.1
529,Redwood City,US,2021-03-26 23:20:46,37.4852,-122.2364,73.0,22,1,3.44
530,Palmaner,IN,2021-03-26 23:20:47,13.2,78.75,67.55,75,21,1.07
531,Puerto Lleras,CO,2021-03-26 23:20:47,3.0223,-73.4044,73.67,91,92,3.38
532,Muros,ES,2021-03-26 23:20:47,42.7762,-9.0603,43.0,90,49,9.91
533,Batticaloa,LK,2021-03-26 23:20:48,7.7102,81.6924,79.59,83,100,0.87
534,Missungwi,TZ,2021-03-26 23:20:48,-2.85,33.0833,69.8,78,20,9.22
535,Slave Lake,CA,2021-03-26 23:20:49,55.2834,-114.769,33.8,60,75,6.91
536,Chapais,CA,2021-03-26 23:20:49,49.7834,-74.8492,28.4,59,90,16.11
537,Nouadhibou,MR,2021-03-26 23:20:49,20.931,-17.0347,64.4,88,20,14.97
538,Maralal,KE,2021-03-26 23:20:50,1.0968,36.698,59.49,56,100,4.7
539,Puerto Escondido,MX,2021-03-26 23:20:50,15.85,-97.0667,84.2,79,40,5.75
540,Karaton,ID,2021-03-26 23:20:50,-6.3424,106.1045,81.0,83,40,2.3
541,Along,IN,2021-03-26 23:20:51,28.1667,94.7667,57.94,48,16,2.01
542,Rundu,NA,2021-03-26 23:20:51,-17.9333,19.7667,67.17,84,95,4.85
543,Tarnova,RO,2021-03-26 23:20:51,46.3167,21.8,39.2,70,0,5.75
544,Panguipulli,CL,2021-03-26 23:20:52,-39.6333,-72.3333,62.6,55,6,4.61
545,Alexandria,EG,2021-03-26 23:20:52,31.2156,29.9553,55.4,47,40,12.66
546,Abu Zabad,SD,2021-03-26 23:20:53,12.35,29.25,77.4,14,4,18.59
547,Pochutla,MX,2021-03-26 23:20:53,15.7432,-96.4661,86.0,54,40,9.22
548,Koulamoutou,GA,2021-03-26 23:20:53,-1.1303,12.4736,71.65,93,100,1.61
549,Ulladulla,AU,2021-03-26 23:20:54,-35.35,150.4667,69.8,56,2,13.8
550,Rucheng,CN,2021-03-26 23:20:54,32.3883,120.5553,64.0,86,100,9.48
551,Mazagao,BR,2021-03-26 23:20:54,-0.115,-51.2894,80.6,83,20,8.05
552,Xucheng,CN,2021-03-26 23:20:55,20.35,110.1288,71.6,94,75,4.47
553,Granville,AU,2021-03-26 23:20:55,-33.8333,151.0167,73.0,56,0,9.22
554,Buchanan,LR,2021-03-26 23:19:05,5.8808,-10.0467,77.0,100,20,6.53
555,Sistranda,NO,2021-03-26 23:20:55,63.7256,8.834,48.2,57,0,27.63
556,Severo-Kurilsk,RU,2021-03-26 23:20:56,50.6789,156.125,26.33,93,100,17.94
557,Chesma,RU,2021-03-26 23:20:56,53.8111,60.6533,15.33,92,100,4.61
558,La Rioja,ES,2021-03-26 23:18:25,42.25,-2.5,52.0,71,90,5.75
559,Homer,US,2021-03-26 23:20:57,59.6425,-151.5483,34.0,64,75,17.27
560,Talara,PE,2021-03-26 23:20:57,-4.5772,-81.2719,73.22,75,26,12.5
561,Loreto,MX,2021-03-26 23:20:57,22.2667,-101.9667,79.27,4,99,12.57
562,Shitanjing,CN,2021-03-26 23:20:58,39.2342,106.3439,43.72,15,0,5.48
563,Sandur,IN,2021-03-26 23:20:58,15.1,76.55,78.21,34,65,8.12
564,Ust-Maya,RU,2021-03-26 23:20:58,60.4167,134.5333,13.68,86,100,6.13
565,Ipixuna,BR,2021-03-26 23:20:59,-1.7625,-48.8043,78.8,83,40,5.75
566,Anadyr,RU,2021-03-26 23:20:59,64.75,177.4833,0.0,78,0,8.95
567,Turukhansk,RU,2021-03-26 23:20:59,65.8167,87.9833,26.82,96,100,14.41
568,Oriximina,BR,2021-03-26 23:21:00,-1.7656,-55.8661,75.11,90,94,3.76
569,Acari,PE,2021-03-26 23:21:00,-15.4311,-74.6158,74.44,72,36,7.07
570,Barcelos,PT,2021-03-26 23:21:00,41.5388,-8.6151,51.01,87,0,4.61
571,Houma,US,2021-03-26 23:19:23,29.5958,-90.7195,78.01,94,90,13.8
572,Inyonga,TZ,2021-03-26 23:21:01,-6.7167,32.0667,63.66,98,100,3.24
573,Lerwick,GB,2021-03-26 23:21:01,60.1545,-1.1494,41.0,81,75,18.41
574,Bella Union,UY,2021-03-26 23:21:02,-30.2752,-57.6007,69.73,93,100,4.12
575,Theunissen,ZA,2021-03-26 23:21:02,-28.411,26.7011,57.18,50,4,1.36
576,Rudnogorsk,RU,2021-03-26 23:21:02,57.2639,103.7519,11.7,99,97,2.39
577,Salalah,OM,2021-03-26 23:16:45,17.0151,54.0924,75.2,27,0,3.44
578,Sao Miguel Do Araguaia,BR,2021-03-26 23:21:03,-13.275,-50.1628,78.66,61,76,3.49
579,Pangai,TO,2021-03-26 23:21:03,-19.8,-174.35,84.2,79,40,8.05
580,Taft,IR,2021-03-26 23:21:03,31.7471,54.2088,71.6,21,3,2.3
581,Lindi,TZ,2021-03-26 23:21:04,-10.0,39.7167,73.99,96,100,3.6
